"PMID","DOI","Title","Abstract","domain","Cleaned_Abstract"
"40205855","10.1017/S1047951125001556","Comparison of epicardial fat thickness in macrosomic and non-macrosomic infants  of mothers with diabetes.","BACKGROUND: Epicardial fat thickness also increases in insulin resistance and  diabetes mellitus patients. In our study, we aimed to compare the epicardial fat  thickness and interventricular septum diameter in infants of mothers with  diabetes with infants of mothers without diabetes. Also, to determine the effect  of birth weight on the epicardial fat thickness and the interventricular septum  diameter in infants of mothers with diabetes. MATERIALS AND METHODS: Between November 2022 and June 2023, infants of mothers  with diabetes and healthy infants were compared. According to birth weight,  infants of mothers with diabetes were divided into two groups, macrosomic  infants (≥ 4000 g) and non-macrosomic infants (2500-4000 g). RESULTS: A total of 78 infants of mothers with diabetes and 56 infants of  mothers without diabetes were evaluated. Epicardial fat thickness and  interventricular septum diameter were found to be statistically significantly  higher in infants of mothers with diabetes than in healthy infants. Epicardial  fat thickness and interventricular septum diameter measurements were found to be  statistically significantly higher in the macrosomic of infants than in the  non-macrosomic of infants of mothers with diabetes. Asymmetric septal  hypertrophy was found to be more common in macrosomic infants of diabetic  mothers than in non-macrosomic infants, although not statistically significant.  We also found a positive correlation between epicardial fat thickness and  asymmetric septal hypertrophy. CONCLUSIONS: Epicardial fat thickness is observed to increase along with  neonatal macrosomia and heart mass in gestational diabetes mellitus. The lack of  a significant increase in epicardial fat thickness and interventricular septum  diameter in non-macrosomic infants of mothers with diabetes may be indicative of  good glycaemic control in non-macrosomic infants of mothers with diabetes.  Therefore, good glycaemic control during pregnancy and long-term follow-up of  infants of mothers with diabetes after birth is important.",0,"background epicardial fat thickness also increases insulin resistance diabetes mellitus patients study aimed compare epicardial fat thickness interventricular septum diameter infants mothers diabetes infants mothers without diabetes also determine effect birth weight epicardial fat thickness interventricular septum diameter infants mothers diabetes materials methods november june infants mothers diabetes healthy infants compared according birth weight infants mothers diabetes divided two groups macrosomic infants ≥ g nonmacrosomic infants g results total infants mothers diabetes infants mothers without diabetes evaluated epicardial fat thickness interventricular septum diameter found statistically significantly higher infants mothers diabetes healthy infants epicardial fat thickness interventricular septum diameter measurements found statistically significantly higher macrosomic infants nonmacrosomic infants mothers diabetes asymmetric septal hypertrophy found common macrosomic infants diabetic mothers nonmacrosomic infants although statistically significant also found positive correlation epicardial fat thickness asymmetric septal hypertrophy conclusions epicardial fat thickness observed increase along neonatal macrosomia heart mass gestational diabetes mellitus lack significant increase epicardial fat thickness interventricular septum diameter nonmacrosomic infants mothers diabetes may indicative good glycaemic control nonmacrosomic infants mothers diabetes therefore good glycaemic control pregnancy longterm followup infants mothers diabetes birth important"
"41168724","10.1186/s12882-025-04546-w","The relationship between serum lipid levels and diabetic nephropathy in patients  with primary diabetes.","BACKGROUND: Diabetic nephropathy (DN) is a severe complication of diabetes.  Patients with diabetes often have abnormal blood lipid levels, although evidence  of correlations between serum lipid concentrations and DN is still insufficient.  The aim of this study was to examine the correlation between blood lipid levels  and DN in order to provide information to improve the diagnosis and treatment of  DN. METHODS: Patients with primary types 1 and 2 diabetes in the MIMIC-Ⅳ database  were selected as the study population, with the outcome event being DN. The  patients were grouped according to quartiles based on the levels of total  cholesterol (TC), high-density lipoprotein cholesterol (HDL-C), low-density  lipoprotein cholesterol (LDL-C), and triglyceride (TG). A logistic regression  model was constructed to examine the correlation between blood lipid levels and  DN. The regression model was adjusted for different confounding factors to  verify the stability of the results, with interactions and subgroup analysis  also conducted. RESULTS: A total of 15,431 patients with primary types 1 and 2 diabetes were  enrolled in this study, including 2,092 (13.56%) patients with DN. The results  of the multivariate logistic regression indicated that high levels of TC (OR,  1.241; 95%CI, 1.054-1.460) and TG (OR, 1.187; 95%CI, 1.019-1.383) correlated  positively with the occurrence of DN, whereas the correlation between increased  levels of HDL-C and LDL-C and DN occurrence was not statistically significant.  The present study also observed an interaction of TC levels with gender and  estimated glomerular filtration rate (eGFR). CONCLUSION: This study showed that abnormal concentrations of TC and TG  correlated positively with the occurrence of DN in patients with primary  diabetes. This finding emphasizes the importance of regulating blood lipids, and  to some extent provided a reference value for selection of lipid-modulating  drugs in patients with DN. CLINICAL TRIAL NUMBER: No trial number as this is not a clinical trial.  © 2025. The Author(s).",0,"background diabetic nephropathy dn severe complication diabetes patients diabetes often abnormal blood lipid levels although evidence correlations serum lipid concentrations dn still insufficient aim study examine correlation blood lipid levels dn order provide information improve diagnosis treatment dn methods patients primary types diabetes mimicⅳ database selected study population outcome event dn patients grouped according quartiles based levels total cholesterol tc highdensity lipoprotein cholesterol hdlc lowdensity lipoprotein cholesterol ldlc triglyceride tg logistic regression model constructed examine correlation blood lipid levels dn regression model adjusted different confounding factors verify stability results interactions subgroup analysis also conducted results total patients primary types diabetes enrolled study including patients dn results multivariate logistic regression indicated high levels tc ci tg ci correlated positively occurrence dn whereas correlation increased levels hdlc ldlc dn occurrence statistically significant present study also observed interaction tc levels gender estimated glomerular filtration rate egfr conclusion study showed abnormal concentrations tc tg correlated positively occurrence dn patients primary diabetes finding emphasizes importance regulating blood lipids extent provided reference value selection lipidmodulating drugs patients dn clinical trial number trial number clinical trial © authors"
"40625305","10.1111/vec.70004","Pituitary Apoplexy in a Cat With Presumed Acute Diabetes Insipidus.","OBJECTIVE: To describe and discuss the unusual clinical presentation, novel  imaging findings, and management of a cat with pituitary apoplexy and associated  intraventricular hemorrhage. CASE SUMMARY: A 13-year-old neutered male domestic shorthair cat presented with  semi-comatose mentation and marked polyuria. The menace response and pupillary  light and vestibuloocular reflexes were absent, while the corneal reflex was  maintained. The cat also had sinus bradycardia, hypoventilation, and  hypothermia, indicating a multifocal brain lesion. The urine was hyposthenuric  (urine specific gravity 1.003), and with increasing hypernatremia, central  diabetes insipidus was suspected. After approximately 2 h in the hospital, there  was mild improvement in neurological deficits and vital parameters. Computed  tomography revealed a pituitary tumor with intralesional and extensive  extralesional parenchymal and intraventricular hemorrhage. The cat was  euthanized at the owner's request due to the uncertainty of treatment duration  and outcome. NEW OR UNIQUE INFORMATION PROVIDED: This is the first reported case of suspected  central diabetes insipidus in a dog or cat with PA and intraventricular  hemorrhage; novel clinical and imaging findings are presented.  © Veterinary Emergency and Critical Care Society 2025.",0,"objective describe discuss unusual clinical presentation novel imaging findings management cat pituitary apoplexy associated intraventricular hemorrhage case summary yearold neutered male domestic shorthair cat presented semicomatose mentation marked polyuria menace response pupillary light vestibuloocular reflexes absent corneal reflex maintained cat also sinus bradycardia hypoventilation hypothermia indicating multifocal brain lesion urine hyposthenuric urine specific gravity  increasing hypernatremia central diabetes insipidus suspected approximately  h hospital mild improvement neurological deficits vital parameters computed tomography revealed pituitary tumor intralesional extensive extralesional parenchymal intraventricular hemorrhage cat euthanized owners request due uncertainty treatment duration outcome new unique information provided first reported case suspected central diabetes insipidus dog cat pa intraventricular hemorrhage novel clinical imaging findings presented © veterinary emergency critical care society "
"40865782","10.1016/j.ab.2025.115965","Hosseini SA(1), Ajorlou P(2), Haddadian H(3), Sohrabipour S(4).","The prevalence of Type 2 diabetes mellitus (T2DM) is increasing worldwide and  represents a major risk factor for the development of diabetic nephropathy (DN),  a severe microvascular complication. Chronic hyperglycemia activates  inflammatory and fibrotic signaling pathways, which contribute to kidney damage.  Integrins, as transmembrane adhesion receptors, play pivotal roles in regulating  inflammation, immune cell trafficking, and insulin resistance. This research  focused on identifying non-invasive biomarkers for T2DM and DN using PBMCs.  Differentially expressed genes related to diabetes were identified through the  analysis of multiple datasets retrieved from the Gene Expression Omnibus,  including GSE95849, GSE9006, GSE25724, and GSE159984. ITGB3 was identified as a  common gene across these datasets, and its expression in DN was further examined  using the GSE142025 dataset. Real-time PCR analysis of PBMC samples revealed a  significant upregulation of ITGB3 expression in individuals with DN and T2DM  compared to healthy controls. The TF2DNA and miRNASNPv3 databases identified 10  transcription factors and 10 variants of ITGB3 involved in 60 miRNA  interactions. Additionally, the DGIdb database revealed 15 drugs potentially  regulating ITGB3 expression. These findings underscore the importance of  integrin-related pathways in diabetes and suggest ITGB3 as a promising target  for future research and therapeutic development.  Copyright © 2025 Elsevier Inc. All rights reserved.",0," prevalence type diabetes mellitus tdm increasing worldwide represents major risk factor development diabetic nephropathy dn severe microvascular complication chronic hyperglycemia activates inflammatory fibrotic signaling pathways contribute kidney damage integrins transmembrane adhesion receptors play pivotal roles regulating inflammation immune cell trafficking insulin resistance research focused identifying noninvasive biomarkers tdm dn using pbmcs differentially expressed genes related diabetes identified analysis multiple datasets retrieved gene expression omnibus including gse gse gse gse itgb identified common gene across datasets expression dn examined using gse dataset realtime pcr analysis pbmc samples revealed significant upregulation itgb expression individuals dn tdm compared healthy controls tfdna mirnasnpv databases identified transcription factors variants itgb involved mirna interactions additionally dgidb database revealed drugs potentially regulating itgb expression findings underscore importance integrinrelated pathways diabetes suggest itgb promising target future research therapeutic development copyright © elsevier inc rights reserved"
"41766522","10.1111/dom.70619","Pre-Existing Diabetes and Prediabetes in Pregnancy: Evaluation on Glycaemic  Control, Pregnancy Outcomes and Clinical Gaps.","AIMS: Women with pre-existing diabetes remain at increased risks of adverse  pregnancy complications. Optimising glycaemic control before and during  pregnancy could reduce risk but data from Asian countries are limited. This  study evaluates maternal glycaemia, management strategies and pregnancy outcomes  in women with diabetes in a multiethnic cohort. METHODS: We retrospectively studied pregnancies with pre-existing diabetes or  prediabetes at a Singapore tertiary hospital from 01/01/2022 to 31/12/2024.  Maternal data and pregnancy outcomes were analysed by diabetes subtype.  Multivariate logistic regression identified factors linked to adverse outcomes,  including fetal overgrowth (macrosomia and large-for-gestational-age [LGA])  using local birthweight standards. RESULTS: Of 289 pregnancies (75.8% Type 2 diabetes mellitus [T2DM], 19.0%  prediabetes, 5.2% Type 1 diabetes mellitus [T1DM]), median maternal age was  33 years and pre-pregnancy body mass index (BMI) was 29.3 kg/m2. HbA1c improved  from 7.0% to 6.1% across trimesters (p < 0.00). Macrosomia (≥ 4 kg) occurred in  4.2% of infants, while preterm birth was more frequent in T1DM (33.3%) than in  T2DM (5.0%) or prediabetes (1.8%). Retinopathy screening was completed in 67.6%  of patients and continuous glucose monitoring (CGM) or pump devices were not  utilised. Using Singapore LGA reference, third trimester HbA1c < 6.5% was  associated with lower odds of LGA. CONCLUSIONS: Multidisciplinary care enhanced glycaemic control and reduced  macrosomia, but women with T1DM remain at increased risk of preterm delivery and  neonatal morbidity. Enhanced preconception care, retinopathy screening and  adoption of real-time CGM may improve outcomes in Asian women with pre-existing  diabetes in pregnancy.  © 2026 John Wiley & Sons Ltd.",0,"aims women preexisting diabetes remain increased risks adverse pregnancy complications optimising glycaemic control pregnancy reduce risk data asian countries limited study evaluates maternal glycaemia management strategies pregnancy outcomes women diabetes multiethnic cohort methods retrospectively studied pregnancies preexisting diabetes prediabetes singapore tertiary hospital maternal data pregnancy outcomes analysed diabetes subtype multivariate logistic regression identified factors linked adverse outcomes including fetal overgrowth macrosomia largeforgestationalage lga using local birthweight standards results pregnancies type diabetes mellitus tdm prediabetes type diabetes mellitus tdm median maternal age years prepregnancy body mass index bmi kgm hbac improved across trimesters p macrosomia ≥ kg occurred infants preterm birth frequent tdm tdm prediabetes retinopathy screening completed patients continuous glucose monitoring cgm pump devices utilised using singapore lga reference third trimester hbac associated lower odds lga conclusions multidisciplinary care enhanced glycaemic control reduced macrosomia women tdm remain increased risk preterm delivery neonatal morbidity enhanced preconception care retinopathy screening adoption realtime cgm may improve outcomes asian women preexisting diabetes pregnancy © john wiley sons ltd"
"40189101","10.1016/j.molmet.2025.102140","Shen ZQ(1), Chiu WT(2), Kao CH(3), Chen YC(1), Chen LH(4), Teng TW(1), Hsiung  SY(1), Tzeng TY(5), Tung CY(5), Juan CC(6), Tsai TF(7).","OBJECTIVE: Diabetes, characterized by childhood-onset, autoantibody-negativity  and insulin-deficiency, is a major manifestation of Wolfram syndrome 2 (WFS2),  which is caused by recessive mutations of CISD2. Nevertheless, the mechanism  underlying β-cell dysfunction in WFS2 remains elusive. Here we delineate the  essential role of CISD2 in β-cells. METHODS: We use β-cell specific Cisd2 knockout (Cisd2KO) mice, a CRISPR-mediated  Cisd2KO MIN6 β-cell line and transcriptomic analysis. RESULTS: Four findings are pinpointed. Firstly, β-cell specific Cisd2KO in mice  disrupts systemic glucose homeostasis via impairing β-granules synthesis and  insulin secretion; hypertrophy of the β-islets and the presence of a loss of  identity that affects certain β-cells. Secondly, Cisd2 deficiency leads to  impairment of glucose-induced extracellular Ca2+ influx, which compromises  Ca2+-mediated insulin secretory signaling, causing mitochondrial dysfunction  and, thereby impairing insulin secretion in the MIN6-Cisd2KO β-cells. Thirdly,  transcriptomic analysis of β-islets reveals that Cisd2 modulates proteostasis  and ER stress, mitochondrial function, insulin secretion and vesicle transport.  Finally, the activated state of two potential upstream regulators, Glis3 and  Hnf1a, is significantly suppressed under Cisd2 deficiency; notably, their  downstream target genes are deeply involved in β-cell function and identity. CONCLUSIONS: These findings provide mechanistic insights and form a basis for  developing therapeutics for the effective treatment of diabetes in WFS2  patients.  Copyright © 2025 The Author(s). Published by Elsevier GmbH.. All rights  reserved.",0,"objective diabetes characterized childhoodonset autoantibodynegativity insulindeficiency major manifestation wolfram syndrome wfs caused recessive mutations cisd nevertheless mechanism underlying βcell dysfunction wfs remains elusive delineate essential role cisd βcells methods use βcell specific cisd knockout cisdko mice crisprmediated cisdko min βcell line transcriptomic analysis results four findings pinpointed firstly βcell specific cisdko mice disrupts systemic glucose homeostasis via impairing βgranules synthesis insulin secretion hypertrophy βislets presence loss identity affects certain βcells secondly cisd deficiency leads impairment glucoseinduced extracellular ca influx compromises camediated insulin secretory signaling causing mitochondrial dysfunction thereby impairing insulin secretion mincisdko βcells thirdly transcriptomic analysis βislets reveals cisd modulates proteostasis er stress mitochondrial function insulin secretion vesicle transport finally activated state two potential upstream regulators glis hnfa significantly suppressed cisd deficiency notably downstream target genes deeply involved βcell function identity conclusions findings provide mechanistic insights form basis developing therapeutics effective treatment diabetes wfs patients copyright © authors published elsevier gmbh rights reserved"
"40456809","10.1038/s41598-025-03718-w","Data-driven diabetes mellitus prediction and management: a comparative  evaluation of decision tree classifier and artificial neural network models  along with statistical analysis.","Diabetes Mellitus is a chronic metabolic disorder affecting a substantial global  population leading to complications such as retinopathy, nephropathy,  neuropathy, foot problems, heart attacks, and strokes if left unchecked. Prompt  detection and diagnosis are crucial in managing and averting these  complications. This study compares the effectiveness of a Decision Tree  Classifier and an Artificial Neural Network (ANN) in predicting Diabetes  Mellitus. The Decision Tree Classifier demonstrated superior performance,  achieving a 97.7% accuracy rate compared to the ANN's 94.7%. The Decision Tree  Classifier also achieved higher precision (96.9% vs. 88.8%) and recall (96.5%  vs. 90.2%) than the ANN, along with a balanced F1 score of 96.5% versus 90.2%.  The Matthews Correlation Coefficient (MCC) confirmed a stronger correlation  between predictions and actual labels for the Decision Tree Classifier (87.4%)  compared to the ANN (78%). Furthermore, the Area Under Curve (AUC) score of 96%  for the Decision Tree Classifier was higher than that of ANN (78%). The relative  importance feature analysis clearly established glycated hemoglobin (HbA1c) as  the paramount factor in predicting diabetes mellitus. Diabetic patients showed  markedly higher cholesterol and triglycerides, increasing cardiovascular risk,  while High Density Lipoprotein (HDL) and Low-Density Lipoprotein (LDL) levels  showed no significant difference between diabetics and non-diabetics. However,  Very Low-Density Lipoprotein (VLDL) was significantly elevated, suggesting  altered lipid transport in diabetes. Body Mass Index (BMI) was also notably  higher in diabetics, reinforcing the link between obesity and diabetes risk.  Principal Component analysis further highlighted five clusters of health-related  variables, identifying age-related metabolic indicators (AGE, HbA1c, BMI),  kidney function markers (creatinine (Cr), Urea), cardiovascular lipid profiles  (Cholesterol, LDL), lipid transport (VLDL), and protective cardiovascular  indicator (HDL). The study highlights the superiority of decision tree  classifier in predicting Diabetes Mellitus, suggesting its potential for  significant clinical applications in diagnosis and management.  © 2025. The Author(s).",0,"diabetes mellitus chronic metabolic disorder affecting substantial global population leading complications retinopathy nephropathy neuropathy foot problems heart attacks strokes left unchecked prompt detection diagnosis crucial managing averting complications study compares effectiveness decision tree classifier artificial neural network ann predicting diabetes mellitus decision tree classifier demonstrated superior performance achieving accuracy rate compared anns decision tree classifier also achieved higher precision vs recall vs ann along balanced f score versus matthews correlation coefficient mcc confirmed stronger correlation predictions actual labels decision tree classifier compared ann furthermore area curve auc score decision tree classifier higher ann relative importance feature analysis clearly established glycated hemoglobin hbac paramount factor predicting diabetes mellitus diabetic patients showed markedly higher cholesterol triglycerides increasing cardiovascular risk high density lipoprotein hdl lowdensity lipoprotein ldl levels showed significant difference diabetics nondiabetics however lowdensity lipoprotein vldl significantly elevated suggesting altered lipid transport diabetes body mass index bmi also notably higher diabetics reinforcing link obesity diabetes risk principal component analysis highlighted five clusters healthrelated variables identifying agerelated metabolic indicators age hbac bmi kidney function markers creatinine cr urea cardiovascular lipid profiles cholesterol ldl lipid transport vldl protective cardiovascular indicator hdl study highlights superiority decision tree classifier predicting diabetes mellitus suggesting potential significant clinical applications diagnosis management © authors"
"41382125","10.1186/s12889-025-25948-3","The relationship of the nutritional literacy level of individuals with diabetes  on nutrition, quality of life, and metabolic control.","BACKGROUND: Nutritional literacy is essential to improve the quality of life and  metabolic control of individuals with diabetes. The aim is to evaluate the  relationship between the Nutrition Literacy Level of Diabetic Individuals on  Nutrition, Quality of Life, and Metabolic Control. METHODS: This study evaluated the relationship between the nutritional literacy  level of 179 individuals diagnosed with diabetes aged 18-65 years with  nutrition, quality of life, and metabolic control. The data of the study were  obtained through a 5-part face-to-face survey method. Self-Perceived Food  Literacy Scale (SPFLS) was used to measure the nutritional literacy of the  participants, and the Quality-of-Life Short Form 36 (SF-36) was used to assess  the health-related quality of life. RESULTS: Of the participants, 55.3% (n=99) had type-2 diabetes, and 44.7% (n=80)  had type-1 diabetes. Their mean BMI was 27.83 ± 6.38 kg/m2 and an HbA1c value of  7.88 ± 2.13%. The mean age of individuals with type-1 diabetes participating in  the study was 36.69±13.77, and those with type-2 diabetes as 55.60±9.91. In  addition, when evaluated in terms of diabetes duration, the mean age was  13.17±9.74 years in those with type-1 diabetes and 11.80±8.13 years in those  with type-2 diabetes. A statistically significant differ-ence (p<0.05; p<0.001)  was found in the SPFLS sub-factor scores for 'Social and Conscious Eating' and  'Food Label Analysis' among diabetic individuals based on their diabetes type.  However, no statistically significant difference was found in the SF-36  sub-factor scores (p>0.05). The study found a weak negative correlation between  the BMI of individuals with type 1 diabetes and the SPFLS sub-factors  'Resilience and Resistance' and 'Examining Food Labels'(p<0.05). In type-2  diabetics, BMI showed a weak positive correlation with 'Food Preparation Skills'  and a weak negative correlation with 'Resilience and Resistance,' 'Examining  Food Labels,' and 'Physical Function' (p<0.05). Additionally, in type-2  diabetics, BMI was weakly positively correlated with 'Healthy Food Stockpiling,'  while the SF-36 sub-factors 'Physical Func-tion,' 'Role Physical,' and  'Vitality' showed weak negative correlations"" (p<0.05). While no significant  statistical difference was found between the SPFLS sub-factors and HbA1c values  in type-1 diabetic indi-viduals (p>0.05), only the ""Healthy Food Availability""  sub-factor and HbA1c were found to be statistically significant in type-2  diabetic individuals (p<0.05).The subscales of SPFLS and SF-36 show significant  re-lationships with the physical activity level, nutritional habits, body  functions, mental health, social life, and general quality of life of  individuals with diabetes, comprehensively revealing the disease's physical,  psy-chosocial, and lifestyle effects on the individual. These findings support  the significant associations of BMI and HbA1c with various lifestyle and health  factors. CONCLUSIONS: This study found that in type-1 diabetics, age and diabetes  duration were positively correlated with food literacy and quality of life,  while no such correlations were found in type-2 diabetics. Increasing food  liter-acy in diabetes management may be an important component that can  positively influence metabolic con-trol, improve physical and mental health, and  give individuals the option to manage their health and im-prove quality of life  and well-being.  © 2026. The Author(s).",0,"background nutritional literacy essential improve quality life metabolic control individuals diabetes aim evaluate relationship nutrition literacy level diabetic individuals nutrition quality life metabolic control methods study evaluated relationship nutritional literacy level individuals diagnosed diabetes aged years nutrition quality life metabolic control data study obtained part facetoface survey method selfperceived food literacy scale spfls used measure nutritional literacy participants qualityoflife short form sf used assess healthrelated quality life results participants n type diabetes n type diabetes mean bmi ± kgm hbac value ± mean age individuals type diabetes participating study ± type diabetes ± addition evaluated terms diabetes duration mean age ± years type diabetes ± years type diabetes statistically significant difference p p found spfls subfactor scores social conscious eating food label analysis among diabetic individuals based diabetes type however statistically significant difference found sf subfactor scores p study found weak negative correlation bmi individuals type diabetes spfls subfactors resilience resistance examining food labelsp type diabetics bmi showed weak positive correlation food preparation skills weak negative correlation resilience resistance examining food labels physical function p additionally type diabetics bmi weakly positively correlated healthy food stockpiling sf subfactors physical function role physical vitality showed weak negative correlations p significant statistical difference found spfls subfactors hbac values type diabetic individuals p healthy food availability subfactor hbac found statistically significant type diabetic individuals pthe subscales spfls sf show significant relationships physical activity level nutritional habits body functions mental health social life general quality life individuals diabetes comprehensively revealing diseases physical psychosocial lifestyle effects individual findings support significant associations bmi hbac various lifestyle health factors conclusions study found type diabetics age diabetes duration positively correlated food literacy quality life correlations found type diabetics increasing food literacy diabetes management may important component can positively influence metabolic control improve physical mental health give individuals option manage health improve quality life wellbeing © authors"
"40906910","10.1097/MPH.0000000000003116","Trametinib-induced Hyponatremia in a Patient With Craniopharyngioma and Diabetes  Insipidus.","Adamantinomatous craniopharyngiomas (ACPs) are rare, sellar-suprasellar benign  tumors that cause considerable morbidity and mortality due to local invasion and  treatment-related damage to surrounding structures, including central diabetes  insipidus (CDI). Trametinib is a highly selective inhibitor of MEK1 and MEK2,  which has been evaluated in both adult and pediatric cancers/ tumors with  activation of the oncogenic mitogen-activated protein kinase (MAPK) pathway.  Despite being thought to have fewer side effects than conventional cytotoxic  chemotherapy, off-target toxicities such as hyponatremia have been described.  The use of MEK inhibitors in ACPs are limited to case reports and a phase II  trial is currently underway. We report a pediatric patient with multiply  progressive ACP and known brittle CDI who developed severe hyponatremia  associated with a significant decrease in desmopressin dosing after starting  trametinib and a rapid rebound of desmopressin requirement with its cessation.  We recommend close monitoring of serum sodium levels and a review of  desmopressin doses in patients with CDI when started on treatment with MEK  inhibitors.  Copyright © 2025 The Author(s). Published by Wolters Kluwer Health, Inc.",0,"adamantinomatous craniopharyngiomas acps rare sellarsuprasellar benign tumors cause considerable morbidity mortality due local invasion treatmentrelated damage surrounding structures including central diabetes insipidus cdi trametinib highly selective inhibitor mek mek evaluated adult pediatric cancers tumors activation oncogenic mitogenactivated protein kinase mapk pathway despite thought fewer side effects conventional cytotoxic chemotherapy offtarget toxicities hyponatremia described use mek inhibitors acps limited case reports phase ii trial currently underway report pediatric patient multiply progressive acp known brittle cdi developed severe hyponatremia associated significant decrease desmopressin dosing starting trametinib rapid rebound desmopressin requirement cessation recommend close monitoring serum sodium levels review desmopressin doses patients cdi started treatment mek inhibitors copyright © authors published wolters kluwer health inc"
"38287775","10.23736/S0390-5616.23.06162-3","Prediction of diabetes insipidus occurrence after endoscopic endonasal removal  of sellar lesions using MRI-based radiomics and machine learning.","BACKGROUND: Pituitary adenomas and craniopharyngiomas are the most common  lesions of the sellar region. These tumors are responsible for invasion or  compression of crucial neurovascular structures. The involvement of the  pituitary stalk warrants high rates of both pre- and post- operative diabetes  insipidus. The aim of our study was to assess the accuracy of machine learning  analysis from preoperative MRI of pituitary adenomas and craniopharyngiomas for  the prediction of DI occurrence. METHODS: All patients underwent MRI exams either on a 1.5- or 3-T MR scanner  from two Institutions, including coronal T2-weighted (T2-w) and  contrast-enhanced T1-weighted (CE T1-w) Turbo Spin Echo sequences. Feature  selection was carried out as a multi-step process, with a threshold of 0.75 to  identify robust features. Further feature selection steps included filtering  based on feature variance (threshold >0.01) and pairwise correlation (threshold  <0.80). A Bayesian Network model was trained with 10-fold cross validation  employing SMOTE to balance classes exclusively within the training folds. RESULTS: Thirty patients were included in this study. In total 2394 features  were extracted and 1791 (75%) resulted stable after ICC analysis. The number of  variant features was 1351 and of non-colinear features was 125. Finally, 10  features were selected by oneR ranking. The Bayesian Network model showed an  accuracy of 63% with a precision of 77% for DI prediction (0.68 area under the  precision-recall curve). CONCLUSIONS: We assessed the accuracy of machine learning analysis of  texture-derived parameters from preoperative MRI of pituitary adenomas and  craniopharyngiomas for the prediction of DI occurrence.",0,"background pituitary adenomas craniopharyngiomas common lesions sellar region tumors responsible invasion compression crucial neurovascular structures involvement pituitary stalk warrants high rates pre post operative diabetes insipidus aim study assess accuracy machine learning analysis preoperative mri pituitary adenomas craniopharyngiomas prediction di occurrence methods patients underwent mri exams either t mr scanner two institutions including coronal tweighted tw contrastenhanced tweighted ce tw turbo spin echo sequences feature selection carried multistep process threshold identify robust features feature selection steps included filtering based feature variance threshold pairwise correlation threshold bayesian network model trained fold cross validation employing smote balance classes exclusively within training folds results thirty patients included study total features extracted resulted stable icc analysis number variant features noncolinear features finally features selected oner ranking bayesian network model showed accuracy precision di prediction area precisionrecall curve conclusions assessed accuracy machine learning analysis texturederived parameters preoperative mri pituitary adenomas craniopharyngiomas prediction di occurrence"
"40568561","10.3389/fendo.2025.1600218","Roles of myokines in osteoporosis under physiological and diabetic conditions.","The musculoskeletal system is not only closely linked anatomically, but  muscle-derived myokines also play a crucial role in bone development and  metabolism beyond the effects of mechanical force. Myokines are essential in  muscle-bone crosstalk, significantly influencing bone remodeling and metabolism.  In the context of diabetes, including both type 1 (T1DM) and type 2 (T2DM),  changes in myokine expression have a substantial impact on bone metabolism,  leading to an increased risk of osteoporosis. This review provides a  comprehensive examination of the roles of key myokines in regulating osteoblast  lineage cells and osteoclast activity. We highlight how different myokines can  either promote or inhibit bone formation and resorption and discuss their  altered expression levels under diabetic conditions. A deeper understanding of  the multifaceted roles of myokines may open new avenues for treating  osteoporosis, particularly in diabetic patients.  Copyright © 2025 Ji, Hu, Xu and Yang.",0," musculoskeletal system closely linked anatomically musclederived myokines also play crucial role bone development metabolism beyond effects mechanical force myokines essential musclebone crosstalk significantly influencing bone remodeling metabolism context diabetes including type tdm type tdm changes myokine expression substantial impact bone metabolism leading increased risk osteoporosis review provides comprehensive examination roles key myokines regulating osteoblast lineage cells osteoclast activity highlight different myokines can either promote inhibit bone formation resorption discuss altered expression levels diabetic conditions deeper understanding multifaceted roles myokines may open new avenues treating osteoporosis particularly diabetic patients copyright © ji hu xu yang"
